[INFO][cron.go:11]2019/09/01 13:54:31 [cron is starting !!!]
[INFO][cron.go:19]2019/09/01 16:09:41 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:09:42 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:09:42 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:09:43 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:09:43 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 16:09:44 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:09:44 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 16:09:45 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:09:45 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 16:09:46 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:09:46 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:09:47 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:09:47 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 16:09:48 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:09:48 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:09:49 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:09:49 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:09:50 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:09:50 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:09:51 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:09:51 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:09:52 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:09:52 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 16:09:53 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:09:53 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 16:09:54 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:09:54 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 16:09:55 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:09:55 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:09:56 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:09:56 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 16:09:57 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:09:57 [clearAllArticle ing !]
